Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
08-06-2020,2229.58358125011,426.28547626055314,2618.0886725237574,2549.7918215759178
09-06-2020,2223.082209927694,424.6708024436811,2614.8395535067784,2544.137243829299
10-06-2020,2216.597876730133,423.061366982988,2611.5855244378017,2538.5018594070702
11-06-2020,2210.130595267412,421.457163790664,2608.3266502895876,2532.885574339095
12-06-2020,2203.6803791307057,419.85818688100136,2605.0629962293797,2527.288295700147
13-06-2020,2197.247241888609,418.26443036829664,2601.7946276130447,2521.7099315990104
14-06-2020,2190.8311970834147,416.67588846477594,2598.5216099792624,2516.1503911676673
15-06-2020,2184.4322582274317,415.0925554785414,2595.244009043768,2510.609584550579
16-06-2020,2178.0504387993487,413.5144258115396,2591.961890693639,2505.0874228940515
17-06-2020,2171.685752240647,411.94149395755113,2588.675320981635,2499.5838183356923
18-06-2020,2165.338211952052,410.37375450020176,2585.3843661205874,2494.0986839939524
19-06-2020,2159.0078312900296,408.81120211099426,2582.0890924778328,2488.6319339577562
20-06-2020,2152.6946235633295,407.253831547362,2578.7895665697006,2483.1834832762174
21-06-2020,2146.398602029566,405.7016376507423,2575.4858550560434,2477.7532479484394
22-06-2020,2140.1197798918474,404.1546153446713,2572.178024734821,2472.3411449134023
23-06-2020,2133.8581702954407,402.61275963289876,2568.8661425367254,2466.947092039933
24-06-2020,2127.6137863244867,401.07606559752355,2565.5502755198577,2461.571008116758
25-06-2020,2121.3866409987522,399.5445283971491,2562.23049086445,2456.212812842641
26-06-2020,2115.176747270423,398.0181432650589,2558.906855867634,2450.872426816602
27-06-2020,2108.9841180209414,396.49690550741155,2555.579437938256,2445.549771528218
28-06-2020,2102.808766057882,394.98081050145646,2552.248304591738,2440.244769348006
29-06-2020,2096.6507041118675,393.4698536937679,2548.913523444985,2434.957343517885
30-06-2020,2090.5099448335286,391.96403059849905,2545.5751622113376,2429.6874181417197
01-07-2020,2084.3865007905024,390.4633367956554,2542.233288695568,2424.434918175942
02-07-2020,2078.280384464467,388.96776792938704,2538.887970788923,2419.199769420252
03-07-2020,2072.1916082482185,387.4773197062999,2535.5392764642133,2413.9818985083975
04-07-2020,2066.1201844427906,385.99198789378573,2532.1872737709396,2408.7812328990335
05-07-2020,2060.066125254606,384.511768318371,2528.8320308304733,2403.5977008666523
06-07-2020,2054.0294427926706,383.03665686408397,2525.4736158312726,2398.431231492597
07-07-2020,2048.0101490658053,381.56664947084033,2522.1120970241473,2393.2817546561487
08-07-2020,2042.008255979916,380.10174213284694,2518.747542717562,2388.1492010256875
09-07-2020,2036.0237753353008,378.6419308970238,2515.380021272988,2383.03350204993
10-07-2020,2030.056718823995,377.1872118614438,2512.009601100294,2377.9345899492428
11-07-2020,2024.1070980271525,375.73758117379026,2508.636350653179,2372.8523977070236
12-07-2020,2018.1749244124649,374.2930350298323,2505.2603384246513,2367.786859061165
13-07-2020,2012.2602093316175,372.8535696719176,2501.881632942545,2362.737908495584
14-07-2020,2006.3629640177803,371.4191813874824,2498.5003027650796,2357.7054812318247
15-07-2020,2000.4831995831366,369.9898665075788,2495.116416476463,2352.6895132207337
16-07-2020,1994.6209270164452,368.56562140541973,2491.730042682535,2347.6899411342097
17-07-2020,1988.7761571806411,367.1464424949398,2488.3412500064474,2342.706702357017
18-07-2020,1982.9489008104683,365.7323262293738,2484.9501070843908,2337.7397349786756
19-07-2020,1977.13916851015,364.323269099852,2481.556682561359,2332.7889777854157
20-07-2020,1971.3469707510926,362.91926763401113,2478.161045086955,2327.8543702522074
21-07-2020,1965.5723178696232,361.5203183946228,2474.7632633112325,2322.9358525348516
22-07-2020,1959.8152200647633,360.1264179782376,2471.363405880584,2318.0333654621454
23-07-2020,1954.075687396034,358.7375630138457,2467.961541433663,2313.146850528112
24-07-2020,1948.3537297812975,357.35375016155325,2464.5577385973465,2308.2762498842976
25-07-2020,1942.6493569946297,355.97497611127477,2461.1520659827374,2303.4215063321367
26-07-2020,1936.9625786642268,354.6012375814417,2457.744592181207,2298.582563315381
27-07-2020,1931.2934042703455,353.2325313177259,2454.3353857604716,2293.759364912597
28-07-2020,1925.6418431432749,351.8688540917794,2450.9245152607123,2288.951855829727
29-07-2020,1920.0079044613399,350.5102026999891,2447.5120491907282,2284.1599813927132
30-07-2020,1914.3915972489403,349.15657396224714,2444.098056024132,2279.3836875401903
31-07-2020,1908.7929303746173,347.8079647207359,2440.682604195578,2274.622920816237
01-08-2020,1903.2119125491542,346.4643718387288,2437.2657620970326,2269.877628363196
02-08-2020,1897.6485523237086,345.1257921994054,2433.847598074078,2265.1477579145508
03-08-2020,1892.1028580879743,343.7922227046815,2430.4281804222555,2260.4332577878704
04-08-2020,1886.5748380683756,342.46366027405395,2427.007577383441,2255.734076877813
05-08-2020,1881.064500326291,341.14010184346034,2423.585857142264,2251.050164649191
06-08-2020,1875.5718527563085,339.82154436415254,2420.163087822555,2246.381471130099
07-08-2020,1870.0969030845104,338.50798480158505,2416.7393374838343,2241.7279469050986
08-08-2020,1864.6396588667876,337.19942013431734,2413.3146741178352,2237.0895431084696
09-08-2020,1859.2001274871848,335.8958473529305,2409.8891656450605,2232.4662114175144
10-08-2020,1853.778316156274,334.59726345895774,2406.462879911377,2227.857904045925
11-08-2020,1848.3742319095584,333.3036654638287,2403.035884684644,2223.2645737372077
12-08-2020,1842.9878816059042,332.0150503878276,2399.6082476513748,2218.6861737581676
13-08-2020,1837.6192719260023,330.73141525906533,2396.180036413438,2214.122657892449
14-08-2020,1832.2684093708574,329.45275711246455,2392.751318484786,2209.5739804341347
15-08-2020,1826.9353002603057,328.17907298875866,2389.3221612882257,2205.040096181403
16-08-2020,1821.6199507315616,326.9103599335039,2385.892632152214,2200.5209604302386
17-08-2020,1816.3223667377918,325.64661499610463,2382.462798307695,2196.0165289682036
18-08-2020,1811.0425540467163,324.38783522885194,2379.032726884967,2191.52675806826
19-08-2020,1805.7805182392378,323.1340176859749,2375.6024849105843,2187.0516044826522
20-08-2020,1800.5362647080983,321.8851594227052,2372.1721393042903,2182.591025436842
21-08-2020,1795.309798656562,320.641257494354,2368.741756875985,2178.1449786234957
22-08-2020,1790.101125097125,319.40230895540196,2365.3114043227242,2173.713422196533
23-08-2020,1784.9102488502526,318.16831085860156,2361.8811482257524,2169.2963147652217
24-08-2020,1779.7371745431421,316.93926025409195,2358.4510550475675,2164.8936153883283
25-08-2020,1774.5819066085119,315.7151541885263,2355.021191129017,2160.5052835683264
26-08-2020,1769.4444492834161,314.4959897042112,2351.5916226864265,2156.1312792456492
27-08-2020,1764.3248066080864,313.28176383825837,2348.16241580876,2151.771562793002
28-08-2020,1759.2229824247972,312.07247362174854,2344.7336364548123,2147.4260950097223
29-08-2020,1754.1389803767577,310.86811607890695,2341.305350450431,2143.0948371161935
30-08-2020,1749.0728039070282,309.668688226291,2337.877623485771,2138.777750748305
31-08-2020,1744.024456257462,308.4741870719897,2334.4505211125806,2134.474797951973
01-09-2020,1738.9939404676716,307.28460961483466,2331.0241087415166,2130.185941177699
02-09-2020,1733.9812593740187,306.09995284362253,2327.5984516394888,2125.9111432751897
03-09-2020,1728.9864156086303,304.9202137363492,2324.1736149270387,2121.6503674880178
04-09-2020,1724.0094115984373,303.74538925945507,2320.749663575746,2117.4035774483377
05-09-2020,1719.0502495642365,302.57547636708205,2317.3266624056646,2113.170737171648
06-09-2020,1714.1089315197783,301.4104720003412,2313.9046760827887,2108.951811051601
07-09-2020,1709.1854592708762,300.25037308659194,2310.4837691165503,2104.7467638548655
08-09-2020,1704.2798344145401,299.0951765387318,2307.0640058573435,2100.5555607160313
09-09-2020,1699.3920583381334,297.94487925449744,2303.6454504940784,2096.3781671325623
10-09-2020,1694.5221322185512,296.79947811577654,2300.2281670517655,2092.2145489598024
11-09-2020,1689.6700570214227,295.65896998792994,2296.8122193891277,2088.06467240602
12-09-2020,1684.8358335003363,294.52335171912483,2293.397671196242,2083.9285040275045
13-09-2020,1680.0194621960857,293.39262013967846,2289.984585992208,2079.806010723709
14-09-2020,1675.2209434359386,292.26677206141204,2286.5730271228463,2075.697159732433
15-09-2020,1670.4402773329289,291.14580427701526,2283.1630577584224,2071.6019186250583
